timestamp,method,path,user,status,duration_ms
2025-10-23T08:24:10.444869+00:00,GET,/api/tasks/,Anonymous,200,53
2025-10-23T08:26:24.328429+00:00,GET,/api/tasks/,Anonymous,200,44
2025-10-23T08:35:59.742807+00:00,GET,/api/tasks/,Anonymous,200,48
2025-10-23T08:36:08.444545+00:00,GET,/api/tasks/,Anonymous,200,7
2025-10-23T08:43:04.343611+00:00,GET,/api/tasks/,Anonymous,200,13
2025-10-23T08:43:05.916659+00:00,GET,/api/tasks/,Anonymous,200,4
2025-10-23T08:48:20.677752+00:00,GET,/api/tasks/,Anonymous,200,5
2025-10-23T08:48:26.204107+00:00,GET,/api/tasks/,Anonymous,200,6
2025-10-23T08:48:27.412843+00:00,GET,/api/tasks/,Anonymous,200,7
2025-10-23T08:48:32.461665+00:00,GET,/api/tasks/,Anonymous,200,5
2025-10-23T08:49:24.287139+00:00,GET,/api/tasks/,Anonymous,200,32
2025-10-23T08:49:25.355125+00:00,GET,/api/tasks/,Anonymous,200,6
2025-10-23T08:49:26.925810+00:00,GET,/api/tasks/,Anonymous,200,4
2025-10-23T08:50:12.188289+00:00,GET,/api/tasks/,Anonymous,200,7
2025-10-23T08:56:18.850687+00:00,GET,/api/tasks/,Anonymous,200,41
2025-10-23T08:56:20.371702+00:00,GET,/api/tasks/,Anonymous,200,5
2025-10-23T08:58:15.582964+00:00,GET,/api/tasks/,Anonymous,200,31
2025-10-23T08:58:17.518653+00:00,GET,/api/tasks/,Anonymous,200,7
2025-10-23T08:59:04.684336+00:00,GET,/api/tasks/,Anonymous,200,5
2025-10-23T09:02:15.348869+00:00,GET,/api/tasks/,Anonymous,200,55
2025-10-23T09:02:15.449019+00:00,GET,/api/tasks/,Anonymous,200,10
2025-10-23T09:02:15.497633+00:00,GET,/api/tasks/,Anonymous,200,5
2025-10-23T09:02:15.524506+00:00,GET,/api/tasks/,Anonymous,200,4
2025-10-23T09:02:15.547625+00:00,GET,/api/tasks/,Anonymous,200,4
2025-10-23T09:02:15.574459+00:00,GET,/api/tasks/,Anonymous,200,6
2025-10-23T09:02:15.600684+00:00,GET,/api/tasks/,Anonymous,200,5
2025-10-23T09:02:15.623313+00:00,GET,/api/tasks/,Anonymous,200,4
2025-10-23T09:02:15.644908+00:00,GET,/api/tasks/,Anonymous,200,3
2025-10-23T09:02:15.668989+00:00,GET,/api/tasks/,Anonymous,200,4
2025-10-23T09:05:13.495687+00:00,GET,/api/tasks/,Anonymous,200,8
2025-10-23T09:05:13.572579+00:00,GET,/api/tasks/,Anonymous,200,3
2025-10-23T09:05:13.598467+00:00,GET,/api/tasks/,Anonymous,200,5
2025-10-23T09:05:13.620576+00:00,GET,/api/tasks/,Anonymous,200,4
2025-10-23T09:05:13.642917+00:00,GET,/api/tasks/,Anonymous,200,4
2025-10-23T09:05:13.665577+00:00,GET,/api/tasks/,Anonymous,200,4
2025-10-23T09:05:13.708353+00:00,GET,/api/tasks/,Anonymous,200,7
2025-10-23T09:05:13.736503+00:00,GET,/api/tasks/,Anonymous,200,8
2025-10-23T09:05:13.761978+00:00,GET,/api/tasks/,Anonymous,200,6
2025-10-23T09:05:13.785069+00:00,GET,/api/tasks/,Anonymous,200,4
2025-10-23T09:05:13.807978+00:00,GET,/api/tasks/,Anonymous,200,5
2025-10-23T09:05:13.843591+00:00,GET,/api/tasks/,Anonymous,200,5
2025-10-23T09:05:13.869273+00:00,GET,/api/tasks/,Anonymous,200,5
2025-10-23T09:05:13.893940+00:00,GET,/api/tasks/,Anonymous,200,5
2025-10-23T09:05:13.917414+00:00,GET,/api/tasks/,Anonymous,200,4
2025-10-23T09:05:13.940437+00:00,GET,/api/tasks/,Anonymous,200,5
2025-10-23T09:05:13.963462+00:00,GET,/api/tasks/,Anonymous,200,5
2025-10-23T09:05:14.002074+00:00,GET,/api/tasks/,Anonymous,200,8
2025-10-23T09:05:14.029740+00:00,GET,/api/tasks/,Anonymous,200,8
2025-10-23T09:05:14.059056+00:00,GET,/api/tasks/,Anonymous,200,9
2025-10-23T09:05:14.088301+00:00,GET,/api/tasks/,Anonymous,200,7
2025-10-23T09:05:14.115877+00:00,GET,/api/tasks/,Anonymous,200,4
2025-10-23T09:05:14.142021+00:00,GET,/api/tasks/,Anonymous,200,6
2025-10-23T09:05:14.168395+00:00,GET,/api/tasks/,Anonymous,200,5
2025-10-23T09:05:14.194993+00:00,GET,/api/tasks/,Anonymous,200,8
2025-10-23T09:05:14.220822+00:00,GET,/api/tasks/,Anonymous,200,5
2025-10-23T09:05:14.243715+00:00,GET,/api/tasks/,Anonymous,200,5
2025-10-23T09:05:14.270102+00:00,GET,/api/tasks/,Anonymous,200,6
2025-10-23T09:05:14.298146+00:00,GET,/api/tasks/,Anonymous,200,9
2025-10-23T09:05:14.323782+00:00,GET,/api/tasks/,Anonymous,200,5
2025-10-23T09:05:14.349504+00:00,GET,/api/tasks/,Anonymous,200,7
2025-10-23T09:05:14.371883+00:00,GET,/api/tasks/,Anonymous,200,4
2025-10-23T09:05:14.395060+00:00,GET,/api/tasks/,Anonymous,200,4
2025-10-23T09:05:14.418675+00:00,GET,/api/tasks/,Anonymous,200,5
2025-10-23T09:05:14.443039+00:00,GET,/api/tasks/,Anonymous,200,5
2025-10-23T09:05:14.469552+00:00,GET,/api/tasks/,Anonymous,200,5
2025-10-23T09:05:14.492285+00:00,GET,/api/tasks/,Anonymous,200,5
2025-10-23T09:05:14.530776+00:00,GET,/api/tasks/,Anonymous,200,6
2025-10-23T09:05:14.557400+00:00,GET,/api/tasks/,Anonymous,200,6
2025-10-23T09:05:14.585555+00:00,GET,/api/tasks/,Anonymous,200,9
2025-10-23T09:05:14.610701+00:00,GET,/api/tasks/,Anonymous,200,5
2025-10-23T09:05:14.636864+00:00,GET,/api/tasks/,Anonymous,200,6
2025-10-23T09:05:14.662177+00:00,GET,/api/tasks/,Anonymous,200,6
2025-10-23T09:05:14.685065+00:00,GET,/api/tasks/,Anonymous,200,4
2025-10-23T09:05:14.710865+00:00,GET,/api/tasks/,Anonymous,200,5
2025-10-23T09:05:14.738111+00:00,GET,/api/tasks/,Anonymous,200,7
2025-10-23T09:05:14.767831+00:00,GET,/api/tasks/,Anonymous,200,10
2025-10-23T09:05:14.799102+00:00,GET,/api/tasks/,Anonymous,200,9
2025-10-23T09:05:14.838957+00:00,GET,/api/tasks/,Anonymous,200,6
2025-10-23T09:05:14.869079+00:00,GET,/api/tasks/,Anonymous,200,9
